old_path,new_path,category,split,sha256
images/BigTreeForestVal02.jpg,renamedimages/img_a082a4b2b62c.jpg,BigTreeForest,val,65de418684dfbab4e2602f9d26ca5298a400f140fe8cf017ff8cf1bb775eac68
images/BigTreeForestTrain03.jpg,renamedimages/img_e8fe49afca4f.jpg,BigTreeForest,train,0ca01d4ba9be34112e6465d98440b634a3ac714d7f51a5fd3e4dc9aad53ba98e
images/SmallTreeForestTrain06.jpg,renamedimages/img_bf9a5d1e3679.jpg,SmallTreeForest,train,a0e33848611b9aa0fa45b115df51937effd97242f5075a5f4776fad897284c77
images/ContinuousTrain01.jpg,renamedimages/img_77bab62f0542.jpg,Continuous,train,39a7dd00e59923796bafddb8a409b6ecaca2c124f486f394dda1474825031de2
images/DryRockyVal03.jpg,renamedimages/img_da1eaf9c1f50.jpg,DryRocky,val,619e012bcd63a9b55fdf319015d59be668979e30a814c8430f66f13465caf76f
images/BigTreeForestTrain04.jpg,renamedimages/img_1765c21b8194.jpg,BigTreeForest,train,8fecec36174e16df15e018e9e268a066fc796d256db1e3333857b39fb7bff1cb
images/SmallTreeForestVal02.jpg,renamedimages/img_11632aef9611.jpg,SmallTreeForest,val,5a2c5569344ad695b76e0d8dbe7cc829ec8746042cf536e68c89a4e31ea082c7
images/DryRockyTrain03.jpg,renamedimages/img_a0705efad7cf.jpg,DryRocky,train,6b5e75a961171a7aeb235ad4bf9782323646fadf843292f1ff72eab2dac28e3a
images/DryRockyVal05.jpg,renamedimages/img_bd5db4b1c6a0.jpg,DryRocky,val,b4bbd0a6d06e017a416a23e7152f56b0d2b83261ee05dc84a231d5e82f1fd355
images/BigTreeForestTrain06.jpg,renamedimages/img_c407277a94c7.jpg,BigTreeForest,train,2f1a0bd5db03421e9db81532ba675f00a225c1d5ff02e08051834500a66c6eb1
images/DryRockyVal04.jpg,renamedimages/img_5ea42299fccf.jpg,DryRocky,val,f8fd3e3f01ef1b7b8c182251eeb264515270dd279e13d4ace064986ffa733744
images/ContinuousTest05.jpg,renamedimages/img_f47cec791e8d.jpg,Continuous,test,15f1fc0a7b79e1af98c1712c23321c5cb4dcbc9e96d911b5c5008592f00cb8ce
images/BigTreeForestTrain02.jpg,renamedimages/img_3e7ccd2a45a4.jpg,BigTreeForest,train,a915a151fa1e31b99f44b87bbd9874075f0ba3638acd0eea7bde8243bcedf955
images/DryRockyVal01.jpg,renamedimages/img_63bf93d5c7ff.jpg,DryRocky,val,c833116b78e8d2b484eb871ef761995c2fd190085dcea723e2189d717856be57
images/ContinuousTest04.jpg,renamedimages/img_2ca1fe5a5bcf.jpg,Continuous,test,4bf4e54d8fd93e299cdd025546e85e19396a33063ac999442d7fc324f404be11
images/BigTreeForestVal01.jpg,renamedimages/img_0880cac39f7e.jpg,BigTreeForest,val,672a8f4514263238a60d3140931ff94eba8f12a08e3b42779d498f54364f5def
images/ContinuousVal01.jpg,renamedimages/img_dafcc86e624c.jpg,Continuous,val,1f4999e42c4b8ae394a4d70faf42954f86faaccd67521b785b73d3898579a268
images/BigTreeForestTest05.jpg,renamedimages/img_d39e337208fd.jpg,BigTreeForest,test,364f497252af2aedd25296830f1759564ec974e6abfd473e8e42a7ab63d6a5e9
images/ContinuousTrain07.jpg,renamedimages/img_f6fc9a29e5a9.jpg,Continuous,train,a7074a6c022e496bbf3052b0df6d00d0f4fa151647929871f4d840a9adf8ca38
images/SmallTreeForestTrain03.jpg,renamedimages/img_667272576591.jpg,SmallTreeForest,train,fcd3b36be1bb6fa21232599c84932e0f90222f55bd64db5c7f13de659515d4a9
images/SmallTreeForestTest03.jpg,renamedimages/img_722df68b9f97.jpg,SmallTreeForest,test,84c34d3b148a02f71b73c6762ffc7b8a0623473213f3b80c8b8568a02c14616f
images/DryRockyTrain06.jpg,renamedimages/img_d1f2fa6924a1.jpg,DryRocky,train,9f763f40ec4099cae22f8bbfef1cdbd97660e60c31afce83055b5bc4866575f8
images/ContinuousTest02.jpg,renamedimages/img_60c3c623fc13.jpg,Continuous,test,76e8c2c089b3597e7201134cf23e782b90711517917197b524683c1a9b9d39d6
images/DryRockyTrain05.jpg,renamedimages/img_b223b968f95e.jpg,DryRocky,train,07ffac21493a42fc038bf018b17a072d379f3453b75b33461bab15dc81a90df7
images/SmallTreeForestTrain02.jpg,renamedimages/img_42c405eabb1b.jpg,SmallTreeForest,train,551295423b043502ba0828e0c5db0f2f70aa1607f2112bdbdba5f9713f99bb0d
images/ContinuousVal03.jpg,renamedimages/img_8108e1ea42f7.jpg,Continuous,val,de63a25a7b65c4c73f10a1260857df8c2d117c7e515e5e092e2c26506e088c0f
images/SmallTreeForestTest01.jpg,renamedimages/img_4b60ecaaa461.jpg,SmallTreeForest,test,ca0fc0cd2cbb9b6d626b62713a01f80fc8aa15401639311aec8bd2d7ea6d3dcf
images/BigTreeForestTrain01.jpg,renamedimages/img_fdbfa2bf7572.jpg,BigTreeForest,train,8b6298bcc2f591bf20a50e1c418a7c7be4b879045314b83cae51f9e3074f3a54
images/DryRockyTrain01.jpg,renamedimages/img_e2b60765d4b5.jpg,DryRocky,train,3a69863862293e2e39f0513ed6aef4fbbee2c4374b64fe57e510af03012a0385
images/DryRockyTest03.jpg,renamedimages/img_965032ed0796.jpg,DryRocky,test,6b5e75a961171a7aeb235ad4bf9782323646fadf843292f1ff72eab2dac28e3a
images/SmallTreeForestTrain05.jpg,renamedimages/img_a5a196e23a51.jpg,SmallTreeForest,train,44b50b4970e68286141afd066571425dd908c66ac960797872c69904c24a8a2b
images/ContinuousTrain05.jpg,renamedimages/img_ab0fc17d1dbc.jpg,Continuous,train,51a4fbd49cc6a41bdd17e78550b66df928970d22a65ba8c90d60ce5571269ff1
images/ContinuousTest01.jpg,renamedimages/img_0115fffde06e.jpg,Continuous,test,2d498186583e0c4de92db588d511fda4dbd57b4ec2a55c6f7f50cda55a76aa9b
images/SmallTreeForestTest05.jpg,renamedimages/img_b01bbe3493d6.jpg,SmallTreeForest,test,af7167279d535722d96308ccfcdeac5178916a28d4a999c9f1d0d28e5397c738
images/BigTreeForestTest03.jpg,renamedimages/img_fc6909ae5ff3.jpg,BigTreeForest,test,b4cb19b3ab996b2af873691eedc12cd08b374dac471184722fe4665ca7963bfe
images/ContinuousTest03.jpg,renamedimages/img_009f7b5d04f9.jpg,Continuous,test,587f1672bfd831eb2d1397bc9cdccfedadf5bda17e868d81a6ead6fab2af37b6
images/DryRockyTest05.jpg,renamedimages/img_444524875957.jpg,DryRocky,test,c1b27099f740e90e0f1a5161128834df49370ac551b6d17ba492de2250ecea4c
images/ContinuousVal05.jpg,renamedimages/img_dc706311a330.jpg,Continuous,val,989c47da429b02a940d405a89f37d98c6ab6662741c77656b0f76fc60538b7cf
